frase_teste,saida_correta,predicao_sistema
é exigir demais que a indústria brasileira unk com os importados unk com uma unk de custos de 30 $% por questões fora=de o controle unk de as empresas diz unk $. $¶,"['V', 'V', 'DET', 'KS', 'DET', 'N', 'ADJ', 'V', 'PRP', 'DET', 'V', 'V', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'NUM', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N', 'V', 'N', 'PU', 'PU']","['V', 'PRP', 'V', 'PRP', 'DET', 'N', 'PU', 'UNK', 'DET', 'N', 'ADV', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
unk executivo de a unk e diretor de a unk diz que o rápido crescimento de as unk e a queda de as exportações podem unk problemas para a indústria brasileira em unk $. $¶,"['F', 'N', 'PRP', 'DET', 'B', 'KC', 'N', 'PRP', 'DET', 'F', 'V', 'KS', 'DET', 'ADJ', 'N', 'PRP', 'DET', 'N', 'KC', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'V', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'NUM', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'N', 'UNK', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'PRP', 'DET', 'N']"
ele prevê uma mudança em o unk de a indústria que para sobreviver será menos unk passando a se especializar em produtos populares $. $¶,"['PERS', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'SPEC', 'PRP', 'V', 'V', 'KOMP', 'V', 'V', 'PRP', 'PERS', 'V', 'PRP', 'N', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'NUM', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'ADV', 'DET', 'N']"
unk presidente de o sindicato de o setor de unk não concorda com a avaliação de unk $. $¶,"['C', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'ADV', 'V', 'PRP', 'DET', 'N', 'PRP', 'R', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
"cerca=de 500 empresas que unk em o país unk em os últimos dois anos a unk de qualidade total de a série iso=9000 o que unk a alta capacidade tecnológica de nosso parque industrial $. $"" $¶","['ADV', 'NUM', 'N', 'SPEC', 'V', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'NUM', 'NUM', 'N', 'DET', 'N', 'PRP', 'N', 'ADJ', 'PRP', 'DET', 'N', 'ISO', 'DET', 'SPEC', 'V', 'DET', 'ADJ', 'N', 'ADJ', 'PRP', 'P', 'N', 'ADJ', 'PU', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'UNK', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'V', 'V', 'V', 'DET', 'N', 'PRP', 'DET', 'N']"
da=reportagem=local $¶,"['D', 'PU']","['DET', 'N']"
o unk industrial paulista unk a hipótese de o início de um período de recessão econômica em janeiro $. $¶,"['DET', 'N', 'ADJ', 'N', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'ADJ', 'PRP', 'N', 'PU', 'PU']","['DET', 'UNK', 'N', 'DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'V', 'DET', 'N', 'PRP', 'DET']"
eles unk em uma taxa de crescimento anual entre um nível unk de em o mínimo 5 $% até um unk de 8 $% em unk $. $¶,"['PERS', 'V', 'PRP', 'DET', 'N', 'PRP', 'N', 'ADJ', 'PRP', 'DET', 'N', 'V', 'PRP', 'PRP', 'DET', 'SUP', 'NUM', 'N', 'PRP', 'DET', 'N', 'PRP', 'NUM', 'N', 'PRP', 'NUM', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
unk de o setor de unk diz que o brasil começa em unk um unk unk muito importante $. $¶,"['C', 'PRP', 'DET', 'N', 'PRP', 'N', 'V', 'KS', 'DET', 'B', 'V', 'PRP', 'NUM', 'NUM', 'N', 'ADJ', 'ADV', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET']"
se unk fazer as reformas unk e fiscal e unk a unk e a produção vamos todos ficar ricos em dois anos prevê $. $¶,"['KS', 'V', 'V', 'DET', 'N', 'ADJ', 'KC', 'ADJ', 'KC', 'V', 'DET', 'N', 'KC', 'DET', 'N', 'V', 'DET', 'V', 'ADJ', 'PRP', 'NUM', 'N', 'V', 'PU', 'PU']","['DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'N', 'N', 'ADJ', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP']"
unk acredita que o novo congresso apesar=de as pressões unk e o unk político unk o projeto de reformas unk de o presidente fernando=henrique=cardoso $. $¶,"['U', 'V', 'KS', 'DET', 'ADJ', 'N', 'PRP', 'DET', 'N', 'ADJ', 'KC', 'DET', 'DERS', 'ADJ', 'V', 'DET', 'N', 'PRP', 'N', 'ADJ', 'PRP', 'DET', 'N', 'F', 'PU', 'PU']","['V', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'V', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
a maioria de o novo congresso foi unk por=causa=de seu apoio a o unk e por entender a necessidade de reformas de sustentação de a nova moeda unk $. $¶,"['DET', 'N', 'PRP', 'DET', 'ADJ', 'N', 'V', 'V', 'PRP', 'S', 'N', 'PRP', 'DET', 'P', 'KC', 'PRP', 'V', 'DET', 'N', 'PRP', 'N', 'PRP', 'N', 'PRP', 'DET', 'ADJ', 'N', 'V', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'DET', 'N', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
unk industrial de o setor unk vê com unk as perspectivas econômicas em unk $. $¶,"['F', 'N', 'PRP', 'DET', 'N', 'ADJ', 'V', 'PRP', 'N', 'DET', 'N', 'ADJ', 'PRP', 'NUM', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
para ele o crescimento de as atividades unk poderá chegar a 8 $% em unk $. $¶,"['PRP', 'PERS', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'V', 'V', 'PRP', 'NUM', 'N', 'PRP', 'NUM', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'UNK', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
a onda de consumo unk por o fim de o imposto inflacionário vai levar a indústria para mais um ano muito bom $. $¶,"['DET', 'N', 'PRP', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'V', 'V', 'DET', 'N', 'PRP', 'ADV', 'NUM', 'N', 'ADV', 'ADJ', 'PU', 'PU']","['N', 'PU', 'PU', 'PU', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
unk diretor de unk de a unk diz que as atividades econômicas em o primeiro trimestre de unk por razões unk não terão o mesmo unk de expansão de os últimos três meses de 94 $. $¶,"['L', 'N', 'PRP', 'R', 'PRP', 'DET', 'B', 'V', 'KS', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'NUM', 'N', 'PRP', 'NUM', 'PRP', 'N', 'ADJ', 'ADV', 'V', 'DET', 'KOMP', 'N', 'PRP', 'N', 'PRP', 'DET', 'NUM', 'NUM', 'N', 'PRP', 'NUM', 'PU', 'PU']","['PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'N', 'PRP', 'DET', 'N', 'PU', 'PU', 'UNK', 'PRP', 'DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
em termos gerais unk será de unk de o crescimento unk principalmente em o segundo semestre de 94 com a introdução de o real diz $. $¶,"['PRP', 'N', 'ADJ', 'NUM', 'V', 'PRP', 'N', 'PRP', 'DET', 'N', 'V', 'ADV', 'PRP', 'DET', 'NUM', 'N', 'PRP', 'NUM', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PU', 'PU']","['V', 'V', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
a unk afirma unk um cenário de unk para unk principalmente se as reformas unk unk aprovadas por o novo congresso $. $¶,"['DET', 'B', 'V', 'V', 'DET', 'N', 'PRP', 'N', 'PRP', 'NUM', 'ADV', 'KS', 'DET', 'N', 'ADJ', 'V', 'V', 'PRP', 'DET', 'ADJ', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
unk prevê um crescimento de 5 $% em unk uma taxa diz muito boa para a unk de a retomada de o desenvolvimento $. $¶,"['T', 'V', 'DET', 'N', 'PRP', 'NUM', 'N', 'PRP', 'NUM', 'DET', 'N', 'V', 'ADV', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'DET', 'V', 'PRP', 'DET', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET']"
a=partir=de 96 superadas as dificuldades unk talvez unk taxas unk afirma $. $¶,"['PRP', 'NUM', 'V', 'DET', 'N', 'ADJ', 'ADV', 'V', 'N', 'SUP', 'V', 'PU', 'PU']","['N', 'PU', 'PU', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
$( unk $) $¶,"['PU', 'ACS', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET']"
unk $¶,"['R', 'PU']","['DET', 'N']"
unk $. $¶,"['IN', 'PU', 'PU']","['DET', 'N', 'PRP']"
todo final de ano tem unk de unk $. $¶,"['ADV', 'ADJ', 'PRP', 'N', 'V', 'N', 'PRP', 'IN', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N']"
este ano foi de o itamar $. $¶,"['DET', 'N', 'V', 'PRP', 'DET', 'I', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
dizem que o homem é unk mesmo $. $¶,"['V', 'KS', 'DET', 'N', 'V', 'N', 'DET', 'PU', 'PU']","['PU', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
há os que unk que a influência de ele em o rumo de as coisas foi unk a a sua unk em o unk $. $¶,"['V', 'DET', 'SPEC', 'V', 'KS', 'DET', 'N', 'PRP', 'PERS', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'ADJ', 'PRP', 'DET', 'S', 'N', 'PRP', 'DET', 'ADJ', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'V', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
mas é unk reduzir- lo a isto $. $¶,"['KC', 'V', 'N', 'V', 'PERS', 'PRP', 'SPEC', 'PU', 'PU']","['DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
unk bastante quando ele assumiu e eu unk unk em o efeito unk $. $¶,"['V', 'ADV', 'ADV', 'PERS', 'V', 'KC', 'PERS', 'V', 'N', 'PRP', 'DET', 'N', 'DERS', 'PU', 'PU']","['DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
sempre achei que o brasil precisava de uma transição unk de um estilo unk e de um unk unk em a direção de o unk $. $¶,"['ADV', 'V', 'KS', 'DET', 'B', 'V', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N', 'N', 'KC', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['N', 'PRP', 'DET', 'N', 'PRP', 'NUM', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
unk unk de o unk mas o itamar foi o melhor unk que as unk já tiveram $. $¶,"['V', 'N', 'PRP', 'DET', 'N', 'KC', 'DET', 'I', 'V', 'DET', 'SUP', 'D', 'SPEC', 'DET', 'N', 'ADV', 'V', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
a unk cresceu unk por=conta a unk unk em o pequeno unk o unk vai longe e até a unk tentativa unk de criar um unk alt xxxe vai a a unk $. $¶,"['DET', 'F', 'V', 'N', 'ADJ', 'DET', 'F', 'V', 'PRP', 'DET', 'ADJ', 'N', 'DET', 'ADJ', 'V', 'ADV', 'KC', 'ADV', 'DET', 'A', 'N', 'ADJ', 'PRP', 'V', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'UNK', 'ADJ', 'UNK', 'ADV', 'V', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'N', 'V', 'DET', 'N', 'PRP', 'UNK', 'ADV', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
foi preciso um cliente preferencial de a unk para demonstrar a os unk de unk que em o brasil o que vende é o popular $. $¶,"['V', 'ADJ', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'ADJ', 'PRP', 'V', 'PRP', 'DET', 'V', 'PRP', 'G', 'SPEC', 'PRP', 'DET', 'B', 'DET', 'SPEC', 'V', 'V', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'SPEC', 'V', 'DET', 'N', 'PRP', 'DET']"
os unk de a unk que são muitos ainda unk em o unk a verdadeira unk de unk e unk com a sua volta $. $¶,"['DET', 'ADJ', 'PRP', 'DET', 'N', 'SPEC', 'V', 'DET', 'ADV', 'V', 'PRP', 'DET', 'F', 'DET', 'ADJ', 'N', 'PRP', 'N', 'KC', 'V', 'PRP', 'DET', 'S', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
aliás volta em a hora que unk e ainda unk os unk de os éticos se unk junto=com maluf e unk deputado federal por o estado de são=paulo $. $¶,"['ADV', 'V', 'PRP', 'DET', 'N', 'SPEC', 'V', 'KC', 'ADV', 'V', 'DET', 'KOMP', 'PRP', 'DET', 'ADJ', 'KS', 'V', 'PRP', 'M', 'KC', 'Q', 'N', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'S', 'PU', 'PU']","['PRP', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PU', 'PU', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
falando em isso chegou a hora de são=paulo $. $¶,"['V', 'PRP', 'SPEC', 'V', 'DET', 'N', 'PRP', 'S', 'PU', 'PU']","['DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
os empresários unk as mãos em antecipação a a unk $. $¶,"['DET', 'N', 'V', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'R', 'PU', 'PU']","['PRP', 'DET', 'UNK', 'PU', 'PU', 'N', 'V', 'DET', 'N', 'PRP', 'DET', 'N']"
nem unk teria unk com unk tão bem $. $¶,"['ADV', 'N', 'V', 'V', 'PRP', 'J', 'ADV', 'ADV', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N']"
unk se os unk $. $¶,"['V', 'PERS', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
unk $. $¶,"['ADV', 'PU', 'PU']","['DET', 'N', 'PRP']"
primeiro porque são=paulo é basicamente um unk $. $¶,"['ADV', 'KS', 'S', 'V', 'ADV', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
tem mais favelas do=que o rio cresceu um terço o número de seus unk em o último ano é unk de unk de unk um estado unk e tradicional eleitor de ladrões para seus líderes $. $¶,"['V', 'KOMP', 'N', 'KS', 'DET', 'R', 'V', 'DET', 'NUM', 'DET', 'N', 'PRP', 'S', 'N', 'PRP', 'DET', 'NUM', 'N', 'V', 'N', 'PRP', 'N', 'PRP', 'N', 'DET', 'N', 'V', 'KC', 'ADJ', 'N', 'PRP', 'N', 'PRP', 'S', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PU', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP']"
tem o trânsito de o cairo poluição quase unk esgoto aberto unk de rio unk e mais desvio de verba do=que o nordeste unk $. $¶,"['V', 'DET', 'N', 'PRP', 'DET', 'C', 'N', 'ADV', 'ADJ', 'N', 'V', 'V', 'PRP', 'N', 'S', 'KC', 'KOMP', 'N', 'PRP', 'N', 'KS', 'DET', 'N', 'V', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'N', 'V', 'PRP', 'DET', 'UNK', 'N', 'V', 'UNK', 'PRP', 'DET', 'UNK', 'DET', 'N', 'V', 'N', 'PRP', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
a indústria unk e a unk unk $. $¶,"['DET', 'N', 'V', 'KC', 'DET', 'F', 'V', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'DET', 'N']"
o paulistano unk de unk unk em seus unk que unk unk unk alt xxxas de o unk miami $ unk $ unk unk mal até seus unk $. $¶,"['DET', 'N', 'ADJ', 'PRP', 'N', 'ADJ', 'PRP', 'S', 'N', 'SPEC', 'V', 'N', 'N', 'PRP', 'DET', 'N', 'M', 'PU', 'C', 'PU', 'S', 'V', 'ADV', 'ADV', 'S', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
foi assim que se unk em esta semana por cargos e unk alt unk unk caminho para que o prefeito unk a cidade de a unk maneira que unk e unk unk o estado unk obras $. $¶,"['V', 'ADV', 'KS', 'PERS', 'V', 'PRP', 'DET', 'N', 'PRP', 'N', 'KC', 'DERS', 'V', 'N', 'PRP', 'KS', 'DET', 'N', 'V', 'DET', 'N', 'PRP', 'DET', 'SUP', 'N', 'KS', 'Q', 'KC', 'F', 'V', 'DET', 'N', 'V', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'UNK', 'N', 'UNK', 'UNK', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
não é só o iptu que aumentou seu unk $. $¶,"['ADV', 'V', 'ADV', 'DET', 'IPTU', 'SPEC', 'V', 'S', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'DET', 'N', 'PRP', 'DET', 'N']"
mas o brasil está unk e unk bem $. $¶,"['KC', 'DET', 'B', 'V', 'ADJ', 'KC', 'V', 'ADV', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N']"
não vamos fazer de=conta porém que isto tenha algo a ver com unk $. $¶,"['ADV', 'V', 'V', 'ADV', 'ADV', 'KS', 'SPEC', 'V', 'SPEC', 'PRP', 'V', 'PRP', 'N', 'PU', 'PU']","['DET', 'N', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
unk unk $. $¶,"['V', 'ADJ', 'PU', 'PU']","['DET', 'UNK', 'DET', 'N']"
com unk de alguns estados ainda unk por unk unk em fim de carreira como a unk ou o amazonas o país unk um time unk e de razoável competência $. $¶,"['PRP', 'N', 'PRP', 'DET', 'N', 'ADV', 'V', 'PRP', 'N', 'V', 'PRP', 'N', 'PRP', 'N', 'ADV', 'DET', 'B', 'KC', 'DET', 'A', 'DET', 'N', 'V', 'DET', 'N', 'V', 'KC', 'PRP', 'ADJ', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N']"
anos unk deverão unk não em a unk de a unk que a unk e a mídia andam unk em sua unk unk de o presidente eleito mas virão $. $¶,"['N', 'ADJ', 'V', 'V', 'ADV', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'SPEC', 'DET', 'V', 'KC', 'DET', 'N', 'V', 'V', 'PRP', 'S', 'N', 'ADJ', 'PRP', 'DET', 'N', 'V', 'KC', 'V', 'PU', 'PU']","['DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'N', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'V', 'DET', 'N']"
unk de unk alt unk de as verbas má influência de a unk de a unk turma de a unk tudo=isto será unk $. $¶,"['N', 'PRP', 'DERS', 'PRP', 'DET', 'N', 'ADJ', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'V', 'N', 'PRP', 'DET', 'N', 'SPEC', 'V', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PU', 'PU', 'PU', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
aliás fernando=henrique é unk o suficiente para unk uns unk para esse pessoal se unk $. $¶,"['ADV', 'F', 'V', 'ADJ', 'DET', 'N', 'PRP', 'V', 'DET', 'DERS', 'PRP', 'DET', 'N', 'PERS', 'V', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
e unk se- $. $¶,"['KC', 'V', 'PERS', 'PU', 'PU']","['DET', 'UNK', 'DET', 'N', 'PRP']"
prova é o ministério unk e unk unk de a orientação de o novo presidente o mais preparado e unk que já tivemos $. $¶,"['N', 'V', 'DET', 'N', 'V', 'KC', 'ADV', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'DET', 'ADJ', 'N', 'DET', 'KOMP', 'V', 'KC', 'ADJ', 'SPEC', 'ADV', 'V', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PU', 'PU', 'PU']"
começa a unk um ano novo com ar unk $. $¶,"['V', 'PRP', 'V', 'NUM', 'N', 'ADJ', 'PRP', 'N', 'ADV', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'V', 'UNK', 'DET', 'N']"
para os unk que têm de comparecer a a posse para mostrar fidelidade ou unk influência os unk de a casa $. $¶,"['PRP', 'DET', 'ADJ', 'ADV', 'V', 'PRP', 'V', 'PRP', 'DET', 'N', 'PRP', 'V', 'N', 'KC', 'V', 'N', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'UNK', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'V', 'DET', 'N', 'UNK', 'PU', 'PU', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET']"
para os que se unk unk uma unk votos de um ano mais unk $. $¶,"['PRP', 'PERS', 'ADV', 'PERS', 'V', 'PRP', 'DET', 'N', 'N', 'PRP', 'NUM', 'N', 'KOMP', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
